epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
76,132.221,0.05601,1,1,0.00904,0.000898484,0.000898484,0.000898484
77,133.888,0.01471,1,1,0.0156,0.00089141,0.00089141,0.00089141
78,135.539,0.0744,1,1,0.00702,0.000884337,0.000884337,0.000884337
79,137.192,0.04687,1,1,0.03076,0.000877263,0.000877263,0.000877263
80,138.83,0.04778,0.975,1,0.07181,0.00087019,0.00087019,0.00087019
81,140.447,0.07108,1,1,0.00626,0.000863116,0.000863116,0.000863116
82,142.1,0.04159,0.975,1,0.02595,0.000856042,0.000856042,0.000856042
83,143.723,0.04012,0.925,1,0.09779,0.000848969,0.000848969,0.000848969
84,145.34,0.05466,0.975,1,0.05435,0.000841895,0.000841895,0.000841895
85,146.96,0.03944,0.975,1,0.30402,0.000834822,0.000834822,0.000834822
86,147.864,0.04659,0.975,1,0.10278,0.000827748,0.000827748,0.000827748
87,149.481,0.02497,0.975,1,0.07189,0.000820675,0.000820675,0.000820675
88,151.091,0.05474,0.975,1,0.06847,0.000813601,0.000813601,0.000813601
89,152.707,0.05014,0.975,1,0.06155,0.000806528,0.000806528,0.000806528
90,154.331,0.04146,1,1,0.01223,0.000799454,0.000799454,0.000799454
91,156.058,0.04318,1,1,0.00473,0.00079238,0.00079238,0.00079238
92,157.738,0.03609,1,1,0.00237,0.000785307,0.000785307,0.000785307
93,159.397,0.04511,1,1,0.00376,0.000778233,0.000778233,0.000778233
94,161.055,0.03454,1,1,0.00401,0.00077116,0.00077116,0.00077116
95,162.721,0.03117,1,1,0.00027,0.000764086,0.000764086,0.000764086
96,164.437,0.0774,1,1,0.00018,0.000757013,0.000757013,0.000757013
97,166.088,0.03164,1,1,0.00034,0.000749939,0.000749939,0.000749939
98,167.724,0.02969,1,1,0.00054,0.000742866,0.000742866,0.000742866
99,169.377,0.03157,1,1,0.0011,0.000735792,0.000735792,0.000735792
100,171.041,0.02976,1,1,0.003,0.000728719,0.000728719,0.000728719
101,172.689,0.04669,1,1,0.00393,0.000721645,0.000721645,0.000721645
102,174.334,0.01681,1,1,0.00315,0.000714571,0.000714571,0.000714571
103,175.998,0.0262,1,1,0.00228,0.000707498,0.000707498,0.000707498
104,177.669,0.0279,1,1,0.00702,0.000700424,0.000700424,0.000700424
105,178.597,0.02245,0.975,1,0.02769,0.000693351,0.000693351,0.000693351
106,180.24,0.02451,1,1,0.01281,0.000686277,0.000686277,0.000686277
107,181.869,0.01839,0.975,1,0.01419,0.000679204,0.000679204,0.000679204
108,183.48,0.02983,1,1,0.00723,0.00067213,0.00067213,0.00067213
