epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,512.584,1.32703,1.09315,1.31578,0.57792,0.62589,0.59271,0.28956,1.78034,2.0624,2.51518,0.000915875,0.000915875,0.000915875
29,529.275,1.30972,1.03562,1.27264,0.46294,0.67411,0.53892,0.27148,1.6877,2.39567,2.4128,0.0009035,0.0009035,0.0009035
30,549.151,1.29183,1.03557,1.30836,0.57993,0.61724,0.60447,0.31298,1.86017,2.29289,2.65844,0.000891125,0.000891125,0.000891125
31,565.434,1.28943,1.06442,1.3135,0.49355,0.6103,0.5181,0.25106,1.75283,2.17661,2.58668,0.00087875,0.00087875,0.00087875
32,585.175,1.32341,1.08462,1.31698,0.49112,0.82416,0.56363,0.28948,1.53116,2.1655,2.14758,0.000866375,0.000866375,0.000866375
33,601.494,1.25806,1.00483,1.27865,0.55689,0.62467,0.61777,0.33549,1.54374,2.07592,2.18386,0.000854,0.000854,0.000854
34,621.162,1.26152,0.97857,1.25293,0.5886,0.62062,0.58012,0.28757,1.69354,2.02349,2.39296,0.000841625,0.000841625,0.000841625
35,637.315,1.28735,1.0332,1.31388,0.49165,0.61964,0.54844,0.28845,1.76235,2.03311,2.40757,0.00082925,0.00082925,0.00082925
36,656.896,1.30245,1.03822,1.29657,0.48731,0.5933,0.4817,0.25402,1.8786,2.29984,2.63991,0.000816875,0.000816875,0.000816875
37,673.397,1.22694,0.94623,1.25783,0.43168,0.77455,0.52007,0.2889,1.62207,1.98863,2.28759,0.0008045,0.0008045,0.0008045
38,693.462,1.24865,1.02495,1.28817,0.49381,0.65175,0.54048,0.29726,1.67692,2.13149,2.34286,0.000792125,0.000792125,0.000792125
39,709.671,1.23938,1.04893,1.29457,0.51932,0.60476,0.58474,0.30539,1.46002,2.29431,2.17075,0.00077975,0.00077975,0.00077975
40,729.577,1.17085,0.94506,1.2275,0.44574,0.64813,0.54452,0.2809,1.63571,1.90532,2.31914,0.000767375,0.000767375,0.000767375
41,745.87,1.21245,0.92174,1.26076,0.5645,0.5411,0.52489,0.27191,1.5599,2.24005,2.26728,0.000755,0.000755,0.000755
42,765.573,1.25821,0.98786,1.26117,0.5537,0.61295,0.58375,0.30169,1.49302,2.11917,2.10195,0.000742625,0.000742625,0.000742625
43,781.748,1.23602,0.91675,1.22276,0.60397,0.64226,0.6161,0.31033,1.55804,2.00735,2.16444,0.00073025,0.00073025,0.00073025
44,801.498,1.23564,0.92013,1.22834,0.56679,0.87098,0.64568,0.3504,1.48444,1.83508,2.12399,0.000717875,0.000717875,0.000717875
45,817.781,1.14256,0.90507,1.24011,0.5321,0.60893,0.55006,0.2994,1.49276,2.08813,2.13449,0.0007055,0.0007055,0.0007055
46,837.789,1.17325,0.88585,1.21303,0.50882,0.70072,0.57733,0.31852,1.587,1.7167,2.18989,0.000693125,0.000693125,0.000693125
47,853.888,1.20295,0.93818,1.2302,0.51867,0.59877,0.5452,0.27845,1.75255,1.96949,2.40363,0.00068075,0.00068075,0.00068075
48,873.7,1.12265,0.86075,1.18595,0.55399,0.72534,0.56914,0.29899,1.67389,2.11161,2.28267,0.000668375,0.000668375,0.000668375
49,889.632,1.17248,0.95359,1.23319,0.54585,0.58811,0.56559,0.32801,1.54537,2.01508,2.18994,0.000656,0.000656,0.000656
50,909.21,1.11781,0.84753,1.1676,0.53792,0.81015,0.62612,0.34595,1.35348,1.85281,2.00808,0.000643625,0.000643625,0.000643625
51,925.32,1.11835,0.87894,1.22391,0.48088,0.82872,0.55381,0.33381,1.3478,1.96309,1.9948,0.00063125,0.00063125,0.00063125
52,945.009,1.09842,0.81449,1.18205,0.5277,0.72301,0.57525,0.31482,1.52271,2.12401,2.17775,0.000618875,0.000618875,0.000618875
53,960.934,1.13415,0.84815,1.18535,0.58664,0.67207,0.59646,0.33352,1.50788,1.87826,2.16876,0.0006065,0.0006065,0.0006065
54,980.555,1.15991,0.91805,1.21262,0.46949,0.82682,0.58724,0.35901,1.46824,1.94818,2.16583,0.000594125,0.000594125,0.000594125
55,996.617,1.09901,0.81793,1.1771,0.53914,0.83903,0.59004,0.35312,1.46762,1.67398,2.10527,0.00058175,0.00058175,0.00058175
56,1016.51,1.11562,0.86085,1.18611,0.56075,0.85045,0.58246,0.34414,1.44097,1.75359,2.12369,0.000569375,0.000569375,0.000569375
57,1032.93,1.09186,0.82017,1.16593,0.51794,0.84688,0.58157,0.3437,1.45994,1.66418,2.15848,0.000557,0.000557,0.000557
58,1052.35,1.07482,0.83625,1.18341,0.46934,0.86247,0.59554,0.33848,1.48241,1.6961,2.20646,0.000544625,0.000544625,0.000544625
59,1068.38,1.13604,0.84951,1.21653,0.44139,0.83976,0.52929,0.30428,1.50925,1.9095,2.21208,0.00053225,0.00053225,0.00053225
60,1087.85,1.08322,0.82044,1.17229,0.58221,0.75223,0.61341,0.33874,1.45323,1.86792,2.12247,0.000519875,0.000519875,0.000519875
61,1103.91,1.05389,0.77045,1.1231,0.56342,0.77902,0.55519,0.32294,1.33658,1.76767,2.05991,0.0005075,0.0005075,0.0005075
62,1123.41,1.10174,0.84299,1.1873,0.54478,0.66205,0.57949,0.33831,1.4681,1.82076,2.15758,0.000495125,0.000495125,0.000495125
63,1139.3,1.04535,0.77884,1.1523,0.575,0.69675,0.59331,0.33898,1.50935,1.78065,2.23181,0.00048275,0.00048275,0.00048275
64,1159,1.06221,0.86208,1.20936,0.46843,0.84062,0.57435,0.327,1.53116,2.00286,2.24364,0.000470375,0.000470375,0.000470375
65,1174.96,1.05607,0.78893,1.16666,0.50504,0.89026,0.57882,0.31746,1.51442,1.79941,2.22037,0.000458,0.000458,0.000458
66,1194.51,1.10476,0.81211,1.16484,0.48309,0.82411,0.54942,0.33042,1.42029,1.98406,2.11646,0.000445625,0.000445625,0.000445625
67,1210.48,1.02038,0.75149,1.13409,0.57156,0.64639,0.56227,0.31474,1.38793,1.9992,2.07028,0.00043325,0.00043325,0.00043325
68,1230.11,1.023,0.76517,1.14058,0.48427,0.77537,0.5894,0.34466,1.3803,2.05864,2.04117,0.000420875,0.000420875,0.000420875
69,1246.21,1.03292,0.78463,1.1426,0.55708,0.89598,0.61538,0.32582,1.37348,1.83258,2.02503,0.0004085,0.0004085,0.0004085
70,1265.75,1.01928,0.7744,1.13671,0.47673,0.81652,0.54205,0.32114,1.42653,1.966,2.07445,0.000396125,0.000396125,0.000396125
71,1281.8,1.01482,0.7049,1.11464,0.49567,0.82098,0.59732,0.34198,1.41625,2.04253,2.06193,0.00038375,0.00038375,0.00038375
72,1301.44,1.02602,0.7614,1.15066,0.55373,0.72506,0.59644,0.3447,1.38036,2.06516,2.02207,0.000371375,0.000371375,0.000371375
73,1317.34,0.99357,0.7164,1.14611,0.53367,0.71506,0.55704,0.32603,1.35763,2.01395,2.00096,0.000359,0.000359,0.000359
74,1336.86,1.0007,0.72864,1.11835,0.49331,0.87187,0.54661,0.32468,1.31503,2.005,1.98037,0.000346625,0.000346625,0.000346625
75,1352.92,0.96003,0.72386,1.12092,0.50629,0.88161,0.58145,0.33895,1.36129,1.89362,1.97486,0.00033425,0.00033425,0.00033425
76,1372.45,0.98933,0.72396,1.10677,0.48579,0.8923,0.55697,0.33706,1.42662,1.84471,2.0493,0.000321875,0.000321875,0.000321875
77,1388.43,0.97184,0.71736,1.11121,0.50466,0.91555,0.57394,0.33904,1.46921,1.83547,2.12701,0.0003095,0.0003095,0.0003095
78,1408.17,0.95645,0.74377,1.12174,0.48093,0.89154,0.56686,0.34443,1.45319,1.77499,2.12463,0.000297125,0.000297125,0.000297125
79,1424.23,0.95232,0.71505,1.11352,0.51199,0.83616,0.57856,0.34283,1.42477,1.71796,2.08091,0.00028475,0.00028475,0.00028475
80,1443.95,0.96629,0.7044,1.09007,0.58343,0.74712,0.59042,0.35119,1.49574,1.78925,2.16497,0.000272375,0.000272375,0.000272375
81,1459.82,0.92072,0.70017,1.08642,0.44615,0.91342,0.56242,0.34683,1.54049,1.96935,2.26708,0.00026,0.00026,0.00026
82,1479.3,0.9743,0.73226,1.11653,0.49824,0.81845,0.58914,0.34482,1.55224,1.85217,2.31428,0.000247625,0.000247625,0.000247625
83,1495.13,0.98084,0.7374,1.10633,0.53431,0.75536,0.58172,0.35302,1.4459,1.77205,2.16024,0.00023525,0.00023525,0.00023525
84,1514.66,0.91154,0.68566,1.08954,0.48506,0.83913,0.56556,0.35127,1.39247,1.85395,2.11978,0.000222875,0.000222875,0.000222875
85,1530.75,0.90045,0.68295,1.08145,0.55036,0.83202,0.62659,0.36351,1.41594,1.80641,2.14659,0.0002105,0.0002105,0.0002105
86,1550.49,0.93149,0.70756,1.09386,0.51114,0.83482,0.57047,0.34618,1.37248,1.72263,2.08208,0.000198125,0.000198125,0.000198125
87,1566.38,0.93014,0.74329,1.12271,0.54134,0.86281,0.60188,0.35898,1.36186,1.73287,2.04883,0.00018575,0.00018575,0.00018575
88,1585.95,0.89496,0.69692,1.07326,0.50638,0.83974,0.51968,0.31131,1.37361,1.71877,2.04618,0.000173375,0.000173375,0.000173375
89,1601.83,0.86809,0.63829,1.05857,0.51123,0.81696,0.51469,0.29873,1.37591,1.74223,2.06604,0.000161,0.000161,0.000161
90,1622.17,0.92829,0.67933,1.07457,0.47663,0.84554,0.53609,0.3335,1.36982,1.86313,2.06309,0.000148625,0.000148625,0.000148625
91,1639.28,0.86827,0.59466,1.06208,0.46515,0.8697,0.54079,0.32635,1.33286,1.91215,2.02708,0.00013625,0.00013625,0.00013625
92,1658.95,0.87172,0.62671,1.06505,0.46405,0.90302,0.54085,0.33944,1.29331,1.83984,2.00061,0.000123875,0.000123875,0.000123875
93,1674.78,0.87041,0.60376,1.06109,0.47191,0.92473,0.57688,0.36031,1.25996,1.75106,1.96569,0.0001115,0.0001115,0.0001115
94,1694.61,0.87255,0.57897,1.04957,0.51438,0.89714,0.57329,0.36947,1.28445,1.76385,1.99401,9.9125e-05,9.9125e-05,9.9125e-05
95,1710.62,0.84502,0.59847,1.03636,0.52273,0.88036,0.56621,0.3598,1.27905,1.77871,1.97538,8.675e-05,8.675e-05,8.675e-05
96,1730.1,0.83832,0.57848,1.02625,0.51587,0.89464,0.55896,0.35745,1.29969,1.77004,1.99316,7.4375e-05,7.4375e-05,7.4375e-05
97,1746,0.79712,0.56761,1.04159,0.51324,0.89464,0.57782,0.37167,1.30073,1.78813,2.00012,6.2e-05,6.2e-05,6.2e-05
98,1765.54,0.81349,0.54586,1.03115,0.53236,0.86513,0.58845,0.37774,1.31035,1.75287,2.00614,4.9625e-05,4.9625e-05,4.9625e-05
99,1781.45,0.81172,0.57113,1.03601,0.50885,0.90202,0.56893,0.35811,1.32124,1.73772,2.02245,3.725e-05,3.725e-05,3.725e-05
100,1800.84,0.79395,0.57076,1.02573,0.52844,0.86721,0.58062,0.36646,1.31774,1.71446,2.02015,2.4875e-05,2.4875e-05,2.4875e-05
