epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
57,116.82,0.02889,1,1,0.00041,0.000636762,0.000636762,0.000636762
58,118.635,0.01474,1,1,0.00028,0.000622615,0.000622615,0.000622615
59,120.657,0.03829,1,1,0.00019,0.000608468,0.000608468,0.000608468
60,122.48,0.03636,1,1,0.0001,0.000594321,0.000594321,0.000594321
61,124.248,0.02613,1,1,7e-05,0.000580174,0.000580174,0.000580174
62,126.026,0.04818,1,1,5e-05,0.000566027,0.000566027,0.000566027
63,127.818,0.02069,1,1,0.00011,0.00055188,0.00055188,0.00055188
64,129.582,0.03742,1,1,0.00073,0.000537733,0.000537733,0.000537733
65,131.417,0.02121,1,1,0.00137,0.000523586,0.000523586,0.000523586
66,133.206,0.0238,1,1,0.00083,0.000509438,0.000509438,0.000509438
67,134.985,0.01666,1,1,0.00076,0.000495291,0.000495291,0.000495291
68,138.864,0.02741,1,1,0.00029,0.000481144,0.000481144,0.000481144
69,140.725,0.02418,1,1,0.00024,0.000466997,0.000466997,0.000466997
70,142.54,0.03053,1,1,0.00019,0.00045285,0.00045285,0.00045285
71,144.392,0.01981,1,1,8e-05,0.000438703,0.000438703,0.000438703
72,146.243,0.04301,1,1,0.00021,0.000424556,0.000424556,0.000424556
73,148.093,0.03833,1,1,0.00047,0.000410409,0.000410409,0.000410409
74,149.955,0.0124,1,1,0.00028,0.000396262,0.000396262,0.000396262
75,151.848,0.01583,1,1,0.0004,0.000382115,0.000382115,0.000382115
76,153.792,0.01609,1,1,0.00055,0.000367967,0.000367967,0.000367967
77,155.864,0.01979,1,1,0.00014,0.00035382,0.00035382,0.00035382
78,157.947,0.03342,1,1,0.00037,0.000339673,0.000339673,0.000339673
79,159.897,0.0177,1,1,0.00035,0.000325526,0.000325526,0.000325526
80,161.783,0.03349,1,1,0.00045,0.000311379,0.000311379,0.000311379
81,163.668,0.01571,1,1,0.00041,0.000297232,0.000297232,0.000297232
82,165.584,0.02553,1,1,0.00094,0.000283085,0.000283085,0.000283085
83,167.552,0.016,1,1,0.0011,0.000268938,0.000268938,0.000268938
84,169.457,0.01465,1,1,0.00052,0.000254791,0.000254791,0.000254791
85,173.093,0.01218,1,1,0.00069,0.000240644,0.000240644,0.000240644
86,174.986,0.01358,1,1,0.0007,0.000226497,0.000226497,0.000226497
87,176.874,0.03589,1,1,0.00046,0.000212349,0.000212349,0.000212349
88,178.768,0.01964,1,1,0.00151,0.000198202,0.000198202,0.000198202
89,180.649,0.01865,1,1,0.00114,0.000184055,0.000184055,0.000184055
90,182.557,0.01679,1,1,0.00059,0.000169908,0.000169908,0.000169908
91,185.208,0.02731,1,1,0.00127,0.000155761,0.000155761,0.000155761
92,187.202,0.01683,1,1,0.00085,0.000141614,0.000141614,0.000141614
93,189.271,0.019,1,1,0.00084,0.000127467,0.000127467,0.000127467
94,191.334,0.03243,1,1,0.00072,0.00011332,0.00011332,0.00011332
95,193.39,0.01015,1,1,0.00168,9.91726e-05,9.91726e-05,9.91726e-05
96,195.411,0.01816,1,1,0.00156,8.50255e-05,8.50255e-05,8.50255e-05
97,197.471,0.02866,1,1,0.00104,7.08784e-05,7.08784e-05,7.08784e-05
98,199.504,0.01234,1,1,0.00078,5.67313e-05,5.67313e-05,5.67313e-05
99,201.388,0.02466,1,1,0.0007,4.25842e-05,4.25842e-05,4.25842e-05
100,203.341,0.00897,1,1,0.00035,2.84371e-05,2.84371e-05,2.84371e-05
