epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,330.115,1.53992,1.73717,1.73065,0.38936,0.73873,0.53917,0.23973,1.36788,2.19396,1.98953,0.000887,0.000887,0.000887
46,336.664,1.54688,1.79602,1.72693,0.36237,0.85011,0.48699,0.24826,1.3926,2.09593,1.93916,0.00087875,0.00087875,0.00087875
47,343.269,1.49607,1.79797,1.69352,0.34519,0.88304,0.47636,0.26913,1.35462,1.76857,1.93582,0.0008705,0.0008705,0.0008705
48,349.83,1.50836,1.77751,1.64464,0.42957,0.59428,0.55111,0.31236,1.36637,1.78246,1.92543,0.00086225,0.00086225,0.00086225
49,360.059,1.52707,1.74101,1.69044,0.49209,0.56413,0.54808,0.31853,1.3417,2.05245,1.94304,0.000854,0.000854,0.000854
50,366.694,1.46662,1.77104,1.66919,0.45245,0.5808,0.49092,0.25992,1.33348,2.21874,1.95558,0.00084575,0.00084575,0.00084575
51,373.23,1.50581,1.82906,1.75052,0.4427,0.61276,0.51131,0.26155,1.33897,2.06735,1.91037,0.0008375,0.0008375,0.0008375
52,379.778,1.51157,1.7057,1.70942,0.46935,0.7183,0.55041,0.28596,1.37915,2.03307,1.94917,0.00082925,0.00082925,0.00082925
53,386.329,1.51002,1.76454,1.74797,0.41076,0.80136,0.60164,0.31804,1.49532,1.93738,2.07442,0.000821,0.000821,0.000821
54,396.645,1.50194,1.80686,1.74025,0.60174,0.56205,0.50117,0.25893,1.46545,1.78461,2.05683,0.00081275,0.00081275,0.00081275
55,403.214,1.56309,1.81745,1.78606,0.56204,0.48858,0.43053,0.22706,1.43375,1.77524,2.00377,0.0008045,0.0008045,0.0008045
56,409.821,1.42866,1.71706,1.62576,0.25596,0.7308,0.45796,0.21868,1.52803,1.78089,2.06724,0.00079625,0.00079625,0.00079625
57,416.398,1.48657,1.7703,1.6889,0.35246,0.6875,0.45852,0.22685,1.53249,1.74414,2.1156,0.000788,0.000788,0.000788
58,422.923,1.35811,1.72795,1.62502,0.39051,0.72009,0.53855,0.32458,1.44934,1.75994,2.05219,0.00077975,0.00077975,0.00077975
59,433.182,1.48896,1.71197,1.69705,0.41093,0.88049,0.57191,0.32583,1.42967,1.85089,2.03994,0.0007715,0.0007715,0.0007715
60,439.81,1.46827,1.73356,1.72633,0.42764,0.84554,0.57027,0.33118,1.33668,1.9551,1.94708,0.00076325,0.00076325,0.00076325
61,446.441,1.46776,1.71795,1.71074,0.42315,0.89018,0.58362,0.35536,1.25567,1.74864,1.89392,0.000755,0.000755,0.000755
62,453.082,1.43663,1.7264,1.63544,0.44857,0.88304,0.58437,0.34269,1.28629,1.62395,1.92059,0.00074675,0.00074675,0.00074675
63,463.217,1.44983,1.73334,1.65809,0.47473,0.78299,0.56188,0.30061,1.35754,1.79505,2.00136,0.0007385,0.0007385,0.0007385
64,469.779,1.47321,1.82271,1.71767,0.4464,0.8476,0.54587,0.27319,1.35037,1.77411,1.97048,0.00073025,0.00073025,0.00073025
65,476.328,1.42156,1.67651,1.60796,0.39649,0.83174,0.50061,0.2462,1.39637,1.84972,1.99095,0.000722,0.000722,0.000722
66,482.894,1.39645,1.53482,1.56151,0.40763,0.8192,0.47797,0.26368,1.4313,2.0096,2.04618,0.00071375,0.00071375,0.00071375
67,489.439,1.34427,1.62998,1.62145,0.38096,0.78104,0.49592,0.25982,1.48176,2.38744,2.14603,0.0007055,0.0007055,0.0007055
68,499.681,1.48409,1.66923,1.66797,0.42373,0.83482,0.49013,0.26612,1.50907,2.18961,2.24346,0.00069725,0.00069725,0.00069725
69,506.228,1.41787,1.58645,1.62634,0.42755,0.79757,0.53952,0.31556,1.48257,1.85809,2.17009,0.000689,0.000689,0.000689
70,512.789,1.48722,1.72297,1.72454,0.48622,0.76959,0.56109,0.32623,1.49388,1.63373,2.11822,0.00068075,0.00068075,0.00068075
71,519.48,1.38591,1.62254,1.60724,0.45816,0.71205,0.57882,0.33437,1.47393,1.61435,2.08745,0.0006725,0.0006725,0.0006725
72,526.035,1.38652,1.62085,1.61637,0.42636,0.69965,0.52223,0.30697,1.45376,1.66419,2.05968,0.00066425,0.00066425,0.00066425
73,536.163,1.41682,1.67399,1.63323,0.43268,0.72054,0.5223,0.30813,1.40462,1.70609,1.99388,0.000656,0.000656,0.000656
74,542.718,1.3813,1.62879,1.59088,0.42001,0.72149,0.51837,0.31101,1.39793,1.69675,1.98438,0.00064775,0.00064775,0.00064775
75,549.286,1.37834,1.56258,1.57914,0.42912,0.84688,0.56121,0.33207,1.34334,1.66009,1.93651,0.0006395,0.0006395,0.0006395
76,555.819,1.37204,1.58301,1.61889,0.45236,0.80467,0.59871,0.35636,1.2785,1.68143,1.90979,0.00063125,0.00063125,0.00063125
77,562.517,1.38085,1.55651,1.56512,0.51224,0.73239,0.57351,0.32982,1.21798,1.70134,1.8676,0.000623,0.000623,0.000623
78,572.644,1.35732,1.61284,1.56107,0.40845,0.86306,0.59073,0.35394,1.18342,1.63843,1.81843,0.00061475,0.00061475,0.00061475
79,579.302,1.35959,1.56151,1.52837,0.49373,0.81968,0.58056,0.34715,1.18631,1.60517,1.80534,0.0006065,0.0006065,0.0006065
80,585.901,1.33046,1.5237,1.53688,0.48253,0.76292,0.5556,0.3306,1.24547,1.73654,1.85559,0.00059825,0.00059825,0.00059825
81,592.495,1.35048,1.54191,1.58928,0.47646,0.79955,0.58784,0.32917,1.26371,1.66028,1.89127,0.00059,0.00059,0.00059
82,599.04,1.36329,1.51968,1.5965,0.47539,0.78348,0.58101,0.3385,1.31102,1.62167,1.93858,0.00058175,0.00058175,0.00058175
83,609.311,1.38268,1.52317,1.56949,0.50188,0.8222,0.57958,0.34824,1.3151,1.60657,1.96499,0.0005735,0.0005735,0.0005735
84,615.893,1.40563,1.61752,1.55926,0.5123,0.77422,0.61361,0.38147,1.27493,1.58801,1.90438,0.00056525,0.00056525,0.00056525
85,622.54,1.33611,1.5631,1.5172,0.50701,0.74235,0.59921,0.36767,1.28277,1.62223,1.9025,0.000557,0.000557,0.000557
86,629.084,1.30512,1.62723,1.62154,0.49829,0.76886,0.57085,0.34515,1.25471,1.57568,1.85764,0.00054875,0.00054875,0.00054875
87,635.623,1.33964,1.58053,1.64039,0.50742,0.89955,0.59758,0.35713,1.22589,1.55666,1.85159,0.0005405,0.0005405,0.0005405
88,645.823,1.28268,1.51212,1.5421,0.45395,0.92988,0.57575,0.32936,1.26827,1.5563,1.87929,0.00053225,0.00053225,0.00053225
89,652.364,1.32387,1.41155,1.50784,0.41086,0.86754,0.51455,0.29439,1.37664,1.65676,1.9696,0.000524,0.000524,0.000524
90,658.938,1.38139,1.54467,1.61106,0.41535,0.82666,0.52423,0.31291,1.41985,1.79298,2.00984,0.00051575,0.00051575,0.00051575
91,665.509,1.32242,1.4596,1.56903,0.43165,0.89547,0.56516,0.33946,1.38156,1.82627,2.01022,0.0005075,0.0005075,0.0005075
92,672.054,1.32973,1.48334,1.55507,0.4456,0.87813,0.55492,0.3457,1.35484,1.91076,1.99744,0.00049925,0.00049925,0.00049925
93,682.236,1.26361,1.43997,1.5559,0.514,0.85458,0.59934,0.36952,1.29565,1.64496,1.91686,0.000491,0.000491,0.000491
94,688.805,1.34449,1.51657,1.56639,0.53526,0.87813,0.64908,0.40027,1.25401,1.50761,1.86843,0.00048275,0.00048275,0.00048275
95,695.462,1.2962,1.45825,1.51464,0.52189,0.8593,0.59749,0.37057,1.26063,1.50433,1.88078,0.0004745,0.0004745,0.0004745
96,701.992,1.30434,1.50569,1.56455,0.48459,0.87321,0.54907,0.35693,1.26421,1.51966,1.89177,0.00046625,0.00046625,0.00046625
97,708.547,1.3213,1.45559,1.51862,0.47623,0.91027,0.56859,0.3618,1.28381,1.51252,1.89002,0.000458,0.000458,0.000458
98,718.692,1.32065,1.52551,1.55965,0.47437,0.92447,0.56576,0.37624,1.32319,1.52128,1.91408,0.00044975,0.00044975,0.00044975
99,725.564,1.25051,1.41405,1.47035,0.45729,0.91741,0.57247,0.36749,1.36807,1.6095,1.95968,0.0004415,0.0004415,0.0004415
100,732.131,1.26128,1.50042,1.49849,0.46023,0.88651,0.55773,0.35305,1.3233,1.69754,1.92065,0.00043325,0.00043325,0.00043325
101,738.677,1.28183,1.46099,1.52967,0.44892,0.82054,0.54934,0.34532,1.30186,1.70853,1.88507,0.000425,0.000425,0.000425
102,745.251,1.26385,1.47566,1.56227,0.44204,0.91151,0.57808,0.34782,1.27165,1.56695,1.85201,0.00041675,0.00041675,0.00041675
103,755.475,1.29561,1.46989,1.54198,0.58692,0.74361,0.62732,0.37992,1.22565,1.42432,1.81255,0.0004085,0.0004085,0.0004085
104,762.103,1.24674,1.48292,1.54246,0.58118,0.8125,0.61532,0.38543,1.21034,1.35375,1.80038,0.00040025,0.00040025,0.00040025
105,768.686,1.16813,1.38022,1.41047,0.58324,0.80622,0.60104,0.37809,1.21955,1.42687,1.83449,0.000392,0.000392,0.000392
106,775.23,1.17011,1.36063,1.46103,0.50068,0.88511,0.57376,0.36115,1.25215,1.56401,1.86525,0.00038375,0.00038375,0.00038375
107,781.789,1.23371,1.4924,1.5208,0.53407,0.8625,0.55244,0.35366,1.24171,1.58651,1.86509,0.0003755,0.0003755,0.0003755
108,791.827,1.16285,1.3643,1.44186,0.54145,0.88527,0.56733,0.36008,1.24904,1.49229,1.85229,0.00036725,0.00036725,0.00036725
109,798.393,1.14531,1.35126,1.45493,0.53845,0.88696,0.56812,0.3558,1.24836,1.43521,1.83954,0.000359,0.000359,0.000359
110,804.983,1.16497,1.32226,1.45202,0.54631,0.90499,0.58776,0.34531,1.26269,1.44019,1.85246,0.00035075,0.00035075,0.00035075
111,811.543,1.2227,1.36961,1.44685,0.53399,0.88527,0.57577,0.34753,1.25409,1.47384,1.83883,0.0003425,0.0003425,0.0003425
112,821.651,1.11885,1.35545,1.44754,0.53362,0.8567,0.58209,0.35169,1.26233,1.48182,1.86397,0.00033425,0.00033425,0.00033425
113,828.244,1.2221,1.39694,1.43979,0.5065,0.85863,0.58297,0.36671,1.30737,1.60132,1.93889,0.000326,0.000326,0.000326
114,834.869,1.22324,1.4185,1.47353,0.48081,0.94732,0.58445,0.36709,1.34148,1.6583,2.0171,0.00031775,0.00031775,0.00031775
115,841.473,1.19105,1.3199,1.43499,0.4947,0.91933,0.59581,0.36336,1.33691,1.59023,2.00744,0.0003095,0.0003095,0.0003095
116,848.053,1.28044,1.37109,1.47565,0.48678,0.94018,0.62007,0.37,1.29913,1.52208,1.96154,0.00030125,0.00030125,0.00030125
117,858.032,1.11027,1.30931,1.41751,0.4732,0.94018,0.58315,0.34576,1.25351,1.50909,1.90859,0.000293,0.000293,0.000293
118,864.558,1.14322,1.30703,1.44059,0.47019,0.89375,0.58354,0.34705,1.2568,1.49926,1.89865,0.00028475,0.00028475,0.00028475
119,871.145,1.12708,1.32782,1.41605,0.48611,0.8657,0.58482,0.3729,1.25372,1.5186,1.89713,0.0002765,0.0002765,0.0002765
120,877.686,1.24115,1.35226,1.4165,0.49484,0.85689,0.56989,0.36724,1.23683,1.50474,1.90382,0.00026825,0.00026825,0.00026825
121,884.234,1.11864,1.27041,1.42787,0.51274,0.84061,0.59825,0.38658,1.2574,1.54244,1.92792,0.00026,0.00026,0.00026
122,894.389,1.13544,1.29439,1.43271,0.49219,0.91342,0.58022,0.36234,1.27913,1.54895,1.94926,0.00025175,0.00025175,0.00025175
123,901.064,1.11043,1.3196,1.39545,0.47294,0.89455,0.58013,0.35531,1.28388,1.50079,1.95494,0.0002435,0.0002435,0.0002435
124,907.718,1.16584,1.37772,1.4433,0.47906,0.82839,0.58305,0.35815,1.31673,1.48006,2.00098,0.00023525,0.00023525,0.00023525
125,914.3,1.10758,1.32597,1.38818,0.46678,0.88164,0.57565,0.34646,1.34386,1.44697,2.02733,0.000227,0.000227,0.000227
126,920.953,1.08482,1.28442,1.38883,0.48281,0.90568,0.57317,0.34956,1.33132,1.45431,2.00411,0.00021875,0.00021875,0.00021875
127,930.93,1.08405,1.26883,1.36964,0.47598,0.90508,0.57086,0.35327,1.30598,1.4572,1.94709,0.0002105,0.0002105,0.0002105
128,937.472,1.09794,1.30725,1.40993,0.48616,0.86116,0.61074,0.37022,1.2687,1.46006,1.8974,0.00020225,0.00020225,0.00020225
129,944.032,1.09611,1.30467,1.40927,0.50709,0.88041,0.58421,0.36335,1.23282,1.44421,1.86504,0.000194,0.000194,0.000194
130,950.601,1.11133,1.3658,1.42507,0.49799,0.87048,0.60787,0.36955,1.21904,1.43442,1.86247,0.00018575,0.00018575,0.00018575
131,957.202,1.15539,1.28219,1.38763,0.51571,0.86056,0.60451,0.38234,1.24524,1.41252,1.8935,0.0001775,0.0001775,0.0001775
132,967.381,1.05111,1.20939,1.36723,0.53994,0.85759,0.59066,0.36483,1.24795,1.39892,1.9117,0.00016925,0.00016925,0.00016925
133,973.937,1.1384,1.29313,1.41218,0.51637,0.87321,0.58709,0.3592,1.2503,1.40505,1.91325,0.000161,0.000161,0.000161
134,980.494,1.14198,1.28263,1.41485,0.48979,0.90641,0.57527,0.36882,1.23727,1.41988,1.90112,0.00015275,0.00015275,0.00015275
135,987.044,1.06892,1.27923,1.37284,0.49541,0.91161,0.58141,0.37589,1.21782,1.48552,1.87259,0.0001445,0.0001445,0.0001445
136,993.598,1.0465,1.31167,1.42484,0.49737,0.90438,0.58569,0.38192,1.20709,1.51185,1.85505,0.00013625,0.00013625,0.00013625
137,1003.7,0.98753,1.25763,1.35151,0.4983,0.91002,0.56491,0.36163,1.20305,1.50896,1.84158,0.000128,0.000128,0.000128
138,1010.27,1.12345,1.25735,1.43908,0.51952,0.84955,0.60076,0.38306,1.2028,1.49634,1.83859,0.00011975,0.00011975,0.00011975
139,1016.83,1.06977,1.23358,1.342,0.5309,0.89375,0.60274,0.37911,1.20027,1.47731,1.8359,0.0001115,0.0001115,0.0001115
140,1023.4,1.05637,1.27585,1.38397,0.52613,0.89375,0.59259,0.37793,1.1993,1.46688,1.8385,0.00010325,0.00010325,0.00010325
141,1030.17,1.06428,1.25285,1.47713,0.50266,0.92976,0.60169,0.37265,1.19924,1.48618,1.84159,9.5e-05,9.5e-05,9.5e-05
142,1040.32,1.00018,1.16875,1.40986,0.55042,0.8971,0.59607,0.37172,1.21621,1.48328,1.86657,8.675e-05,8.675e-05,8.675e-05
143,1046.9,1.04005,1.19043,1.42441,0.53376,0.90646,0.5962,0.36613,1.23369,1.45616,1.88383,7.85e-05,7.85e-05,7.85e-05
144,1053.47,1.01646,1.17856,1.43258,0.52348,0.90566,0.6032,0.37269,1.25139,1.44843,1.9024,7.025e-05,7.025e-05,7.025e-05
145,1060,1.01708,1.20297,1.41783,0.53947,0.89113,0.5991,0.36382,1.27609,1.43354,1.92619,6.2e-05,6.2e-05,6.2e-05
146,1066.56,0.99181,1.15881,1.42131,0.54576,0.88661,0.62471,0.37101,1.29407,1.44011,1.9446,5.375e-05,5.375e-05,5.375e-05
147,1076.75,1.05332,1.16109,1.45769,0.54006,0.8821,0.61936,0.36761,1.29979,1.43959,1.95453,4.55e-05,4.55e-05,4.55e-05
148,1083.32,1.05348,1.20036,1.46874,0.53466,0.86968,0.61516,0.36938,1.30262,1.43583,1.95508,3.725e-05,3.725e-05,3.725e-05
149,1089.9,0.99327,1.13998,1.38937,0.53468,0.87161,0.62099,0.37164,1.30035,1.43718,1.94909,2.9e-05,2.9e-05,2.9e-05
150,1096.48,0.9497,1.14346,1.37428,0.54815,0.87962,0.63445,0.38176,1.2982,1.44799,1.94624,2.075e-05,2.075e-05,2.075e-05
