epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,830.997,0.86007,0.48327,0.94928,0.82509,0.80404,0.77807,0.59372,1.56196,1.40055,1.93518,0.000773563,0.000773563,0.000773563
79,842.681,0.88746,0.49729,0.95191,0.85206,0.79667,0.78837,0.58132,1.61574,1.50493,1.91997,0.000767375,0.000767375,0.000767375
80,852.996,0.89979,0.56528,0.97794,0.83163,0.80385,0.79597,0.63104,1.48545,1.56834,1.86312,0.000761188,0.000761188,0.000761188
81,863.741,0.92364,0.51156,0.963,0.83927,0.77667,0.77432,0.5938,1.61802,1.53268,1.90362,0.000755,0.000755,0.000755
82,875.321,0.93188,0.53061,0.97687,0.75476,0.80398,0.75632,0.56282,1.66145,1.62397,1.95555,0.000748813,0.000748813,0.000748813
83,885.681,0.90444,0.51204,0.94644,0.83139,0.81154,0.78025,0.5738,1.64204,1.52054,1.89489,0.000742625,0.000742625,0.000742625
84,896.008,0.9409,0.53254,0.97172,0.84777,0.81667,0.79482,0.59073,1.65785,1.44872,1.92595,0.000736438,0.000736438,0.000736438
85,907.59,0.8849,0.48872,0.96562,0.82348,0.79667,0.78442,0.59342,1.55377,1.48377,1.9142,0.00073025,0.00073025,0.00073025
86,918.015,0.91716,0.5052,0.95669,0.80209,0.76889,0.75726,0.5922,1.59391,1.5064,2.01979,0.000724062,0.000724062,0.000724062
87,928.499,0.91127,0.51555,0.95702,0.76906,0.81358,0.79069,0.59907,1.65558,1.54849,1.99882,0.000717875,0.000717875,0.000717875
88,940.182,0.88544,0.48399,0.95612,0.76848,0.80667,0.79311,0.6147,1.53962,1.5172,1.89391,0.000711687,0.000711687,0.000711687
89,950.586,0.88027,0.47028,0.93738,0.8829,0.75667,0.77958,0.6132,1.53616,1.59419,1.8529,0.0007055,0.0007055,0.0007055
90,960.964,0.8435,0.46555,0.93849,0.83808,0.81667,0.7535,0.59088,1.65072,1.51826,1.9506,0.000699312,0.000699312,0.000699312
91,972.611,0.87434,0.48876,0.94268,0.84115,0.81667,0.74686,0.54598,1.72282,1.52482,1.97991,0.000693125,0.000693125,0.000693125
92,982.943,0.82658,0.47319,0.94682,0.83356,0.81667,0.75653,0.58718,1.57211,1.44084,1.79607,0.000686937,0.000686937,0.000686937
93,993.29,0.84345,0.46578,0.94082,0.83182,0.78062,0.75316,0.61713,1.49804,1.50518,1.75017,0.00068075,0.00068075,0.00068075
94,1003.65,0.8478,0.47441,0.94585,0.84353,0.80555,0.77668,0.61262,1.59277,1.60609,1.84939,0.000674562,0.000674562,0.000674562
95,1015.3,0.86703,0.46741,0.94961,0.86718,0.80869,0.80148,0.60136,1.5928,1.53484,1.86215,0.000668375,0.000668375,0.000668375
96,1025.69,0.81616,0.44753,0.9272,0.8496,0.78826,0.81097,0.62483,1.55111,1.48173,1.8937,0.000662188,0.000662188,0.000662188
97,1036.12,0.81853,0.45896,0.93418,0.80651,0.803,0.8038,0.61752,1.50991,1.3458,1.8724,0.000656,0.000656,0.000656
98,1047.9,0.86113,0.47503,0.96246,0.8036,0.81667,0.80044,0.57023,1.64026,1.42561,1.90736,0.000649813,0.000649813,0.000649813
99,1058.32,0.88561,0.48771,0.97116,0.82126,0.80236,0.79372,0.61801,1.57851,1.40133,1.83172,0.000643625,0.000643625,0.000643625
100,1068.47,0.85395,0.48193,0.95307,0.7956,0.8124,0.76753,0.60131,1.66306,1.49275,1.8984,0.000637437,0.000637437,0.000637437
101,1079.86,0.82488,0.47791,0.95187,0.8027,0.79667,0.76273,0.5834,1.73213,1.61953,1.9511,0.00063125,0.00063125,0.00063125
102,1090.13,0.83033,0.46544,0.93946,0.84075,0.81319,0.77261,0.60705,1.6127,1.52367,1.88749,0.000625062,0.000625062,0.000625062
103,1100.36,0.8295,0.46594,0.94812,0.80431,0.81667,0.76911,0.60575,1.62932,1.45432,1.89415,0.000618875,0.000618875,0.000618875
104,1111.91,0.82624,0.46712,0.92952,0.80808,0.81667,0.76212,0.60127,1.61272,1.3978,1.88511,0.000612687,0.000612687,0.000612687
105,1122.07,0.83019,0.46905,0.93326,0.81845,0.80959,0.75082,0.58346,1.62388,1.50712,1.86379,0.0006065,0.0006065,0.0006065
106,1132.25,0.78458,0.44987,0.92958,0.82686,0.80667,0.79498,0.60058,1.69942,1.48726,2.00084,0.000600313,0.000600313,0.000600313
107,1143.62,0.82364,0.44478,0.92762,0.81474,0.80619,0.81242,0.60202,1.6277,1.43272,1.92677,0.000594125,0.000594125,0.000594125
108,1153.82,0.78725,0.44765,0.92503,0.85206,0.78667,0.81351,0.61923,1.65928,1.43721,1.95596,0.000587938,0.000587938,0.000587938
109,1164.12,0.76911,0.42897,0.92816,0.84635,0.80667,0.80854,0.58631,1.64903,1.3743,1.92282,0.00058175,0.00058175,0.00058175
110,1175.54,0.77292,0.44139,0.9287,0.85256,0.79667,0.80062,0.57629,1.65581,1.2855,1.97193,0.000575563,0.000575563,0.000575563
111,1185.61,0.82129,0.46007,0.94338,0.85444,0.78947,0.78985,0.56549,1.68178,1.36816,2.00218,0.000569375,0.000569375,0.000569375
112,1195.73,0.74759,0.42561,0.91499,0.84548,0.80181,0.77034,0.56416,1.70697,1.37881,2.04133,0.000563187,0.000563187,0.000563187
113,1205.81,0.77458,0.43661,0.9268,0.84617,0.80667,0.76862,0.57396,1.69855,1.41706,2.0866,0.000557,0.000557,0.000557
114,1217.17,0.7538,0.43009,0.91826,0.84201,0.81667,0.78074,0.58074,1.75519,1.38808,2.10955,0.000550813,0.000550813,0.000550813
115,1227.22,0.7802,0.43656,0.92341,0.80929,0.81667,0.8047,0.59406,1.62059,1.25483,1.96616,0.000544625,0.000544625,0.000544625
116,1237.32,0.77117,0.45014,0.93293,0.81636,0.7997,0.81017,0.61955,1.56583,1.38806,1.89418,0.000538438,0.000538438,0.000538438
117,1248.75,0.78481,0.4424,0.93362,0.83283,0.79785,0.81562,0.62095,1.58755,1.3904,1.86466,0.00053225,0.00053225,0.00053225
118,1258.8,0.78141,0.43544,0.92545,0.81964,0.81726,0.78793,0.60048,1.53864,1.32539,1.85236,0.000526063,0.000526063,0.000526063
119,1268.63,0.74231,0.42613,0.91616,0.80992,0.81667,0.77732,0.61909,1.5093,1.33157,1.81383,0.000519875,0.000519875,0.000519875
120,1280.28,0.73912,0.41422,0.9116,0.81807,0.80667,0.76838,0.60854,1.53447,1.38189,1.89436,0.000513688,0.000513688,0.000513688
121,1290.34,0.78352,0.44599,0.9515,0.82268,0.78667,0.75545,0.54239,1.71021,1.55712,2.0018,0.0005075,0.0005075,0.0005075
122,1300.4,0.76842,0.43374,0.92939,0.83882,0.74667,0.75329,0.56192,1.7056,1.53089,2.0391,0.000501313,0.000501313,0.000501313
123,1311.8,0.76117,0.44083,0.91904,0.75165,0.81116,0.76463,0.57038,1.58501,1.44329,1.93896,0.000495125,0.000495125,0.000495125
124,1321.88,0.75953,0.43318,0.90495,0.78057,0.80381,0.76413,0.59721,1.5439,1.45016,1.87256,0.000488938,0.000488938,0.000488938
125,1332,0.73857,0.40597,0.90737,0.81017,0.8014,0.76509,0.60548,1.50859,1.38061,1.82008,0.00048275,0.00048275,0.00048275
126,1343.5,0.76368,0.43798,0.92097,0.83347,0.79667,0.75276,0.5806,1.65365,1.6523,1.92639,0.000476562,0.000476562,0.000476562
127,1353.58,0.75559,0.42821,0.9128,0.83536,0.79646,0.76329,0.59847,1.64435,1.53862,1.94718,0.000470375,0.000470375,0.000470375
128,1363.63,0.72526,0.40683,0.89835,0.82538,0.79177,0.7574,0.58661,1.58593,1.4649,1.87905,0.000464188,0.000464188,0.000464188
129,1373.7,0.72562,0.40799,0.90341,0.82174,0.7877,0.76723,0.59976,1.56324,1.53825,1.83436,0.000458,0.000458,0.000458
130,1385.2,0.71989,0.4053,0.90554,0.8412,0.79182,0.78022,0.60303,1.60126,1.5996,1.85171,0.000451813,0.000451813,0.000451813
131,1395.11,0.71885,0.40952,0.90947,0.85033,0.80667,0.79043,0.60736,1.5546,1.44434,1.85507,0.000445625,0.000445625,0.000445625
132,1405.09,0.71388,0.40218,0.9156,0.84163,0.80667,0.78119,0.59361,1.59549,1.42749,1.88942,0.000439437,0.000439437,0.000439437
133,1416.98,0.72956,0.41587,0.91066,0.82657,0.80667,0.78309,0.59634,1.57884,1.33261,1.8898,0.00043325,0.00043325,0.00043325
134,1426.72,0.7072,0.39078,0.89394,0.84868,0.79791,0.79287,0.60587,1.59596,1.34804,1.93647,0.000427062,0.000427062,0.000427062
135,1436.83,0.72754,0.40251,0.90609,0.82577,0.80667,0.7874,0.58594,1.58098,1.36245,1.91338,0.000420875,0.000420875,0.000420875
136,1448.49,0.7183,0.40342,0.88128,0.81612,0.81667,0.77632,0.57216,1.55323,1.27518,1.87291,0.000414688,0.000414688,0.000414688
137,1458.19,0.71942,0.41379,0.90485,0.83804,0.8091,0.77187,0.57266,1.60827,1.29595,1.93769,0.0004085,0.0004085,0.0004085
138,1468.29,0.71009,0.41819,0.90304,0.83722,0.80667,0.79122,0.60542,1.60279,1.22476,1.94299,0.000402312,0.000402312,0.000402312
139,1480.11,0.71643,0.40991,0.8974,0.84762,0.80515,0.78903,0.60917,1.56604,1.19063,1.94187,0.000396125,0.000396125,0.000396125
140,1490.04,0.69521,0.39378,0.88814,0.85097,0.80667,0.77809,0.61389,1.51464,1.14981,1.9032,0.000389938,0.000389938,0.000389938
141,1499.83,0.7013,0.40185,0.8987,0.85253,0.81255,0.78422,0.59786,1.54283,1.1596,1.92449,0.00038375,0.00038375,0.00038375
142,1511.57,0.69625,0.399,0.88437,0.83909,0.81667,0.78343,0.5896,1.57655,1.36714,1.976,0.000377563,0.000377563,0.000377563
143,1521.68,0.66942,0.3773,0.88863,0.83281,0.81667,0.8033,0.61053,1.52077,1.39758,1.91272,0.000371375,0.000371375,0.000371375
144,1531.41,0.69566,0.39771,0.88925,0.84743,0.796,0.80355,0.62639,1.46053,1.26623,1.8788,0.000365188,0.000365188,0.000365188
145,1541.46,0.67072,0.39689,0.88224,0.83925,0.8008,0.8022,0.63368,1.4434,1.22016,1.89064,0.000359,0.000359,0.000359
146,1553.56,0.69955,0.39435,0.89617,0.84244,0.81272,0.79286,0.59947,1.51971,1.33165,1.92822,0.000352812,0.000352812,0.000352812
147,1563.13,0.68684,0.39516,0.89009,0.8374,0.81199,0.77392,0.60509,1.54548,1.30533,1.9498,0.000346625,0.000346625,0.000346625
148,1573.12,0.66947,0.39185,0.90705,0.8432,0.79667,0.76085,0.58867,1.5949,1.38438,1.94106,0.000340438,0.000340438,0.000340438
149,1585.18,0.6656,0.38264,0.88352,0.82786,0.7967,0.76976,0.60891,1.56733,1.36722,1.895,0.00033425,0.00033425,0.00033425
150,1594.82,0.67309,0.38658,0.88637,0.79895,0.82509,0.7814,0.61918,1.59108,1.3933,1.93284,0.000328063,0.000328063,0.000328063
151,1604.8,0.64763,0.37603,0.87947,0.82293,0.83844,0.79359,0.6205,1.54956,1.27935,1.91757,0.000321875,0.000321875,0.000321875
152,1616.81,0.64509,0.38254,0.88575,0.81339,0.83911,0.79372,0.63385,1.54084,1.22788,1.94627,0.000315687,0.000315687,0.000315687
153,1626.79,0.65752,0.38614,0.89969,0.83625,0.80894,0.79152,0.61716,1.52065,1.27237,1.9205,0.0003095,0.0003095,0.0003095
154,1636.53,0.66234,0.39185,0.89113,0.83608,0.80329,0.79253,0.61497,1.53678,1.27085,1.91957,0.000303313,0.000303313,0.000303313
155,1648.28,0.68366,0.39099,0.89246,0.82722,0.79994,0.78462,0.5846,1.63824,1.32046,1.99513,0.000297125,0.000297125,0.000297125
156,1658.36,0.63089,0.3634,0.88116,0.83157,0.79667,0.77671,0.58022,1.61274,1.35757,1.94126,0.000290937,0.000290937,0.000290937
157,1668.09,0.65663,0.38484,0.88892,0.83268,0.79745,0.76928,0.58705,1.59143,1.29617,1.94707,0.00028475,0.00028475,0.00028475
158,1678.17,0.64978,0.37981,0.8891,0.82993,0.79667,0.76946,0.58945,1.55398,1.2239,1.90759,0.000278562,0.000278562,0.000278562
159,1689.91,0.66024,0.37874,0.89615,0.82202,0.79667,0.77743,0.61789,1.48923,1.23352,1.85506,0.000272375,0.000272375,0.000272375
160,1699.81,0.67698,0.39887,0.91018,0.83372,0.79667,0.78573,0.60991,1.48556,1.16648,1.87938,0.000266187,0.000266187,0.000266187
161,1709.88,0.64719,0.38576,0.88771,0.87118,0.79667,0.79296,0.58711,1.59423,1.20933,1.98406,0.00026,0.00026,0.00026
162,1721.59,0.6522,0.39163,0.89349,0.85244,0.79667,0.78712,0.57707,1.65396,1.34952,2.07037,0.000253812,0.000253812,0.000253812
163,1731.41,0.64301,0.36679,0.88526,0.83421,0.79667,0.7754,0.59739,1.63747,1.32228,2.03615,0.000247625,0.000247625,0.000247625
164,1741.53,0.6576,0.37153,0.88539,0.81579,0.79667,0.76227,0.591,1.60497,1.3391,2.02002,0.000241438,0.000241438,0.000241438
165,1753.37,0.65241,0.36871,0.87863,0.83299,0.795,0.76304,0.60314,1.5987,1.35686,2.01311,0.00023525,0.00023525,0.00023525
166,1763.26,0.64669,0.37223,0.87554,0.83165,0.79532,0.7611,0.60682,1.5914,1.34307,1.98339,0.000229063,0.000229063,0.000229063
167,1773.4,0.62546,0.35663,0.87562,0.79337,0.80996,0.75752,0.62021,1.57225,1.30696,1.97866,0.000222875,0.000222875,0.000222875
168,1785.12,0.60208,0.35328,0.8726,0.81508,0.79667,0.7651,0.61136,1.5442,1.29635,1.94678,0.000216688,0.000216688,0.000216688
169,1795.15,0.64492,0.37098,0.88927,0.80682,0.79667,0.77726,0.62628,1.55071,1.32537,1.94068,0.0002105,0.0002105,0.0002105
170,1805.02,0.61544,0.35857,0.86785,0.83154,0.78667,0.78322,0.63821,1.5498,1.24284,1.96785,0.000204313,0.000204313,0.000204313
171,1817.3,0.61542,0.34987,0.87731,0.84624,0.78667,0.78113,0.62323,1.59573,1.28604,2.00577,0.000198125,0.000198125,0.000198125
172,1827.65,0.58917,0.35508,0.88134,0.85324,0.79667,0.78378,0.63188,1.56033,1.23609,1.99677,0.000191938,0.000191938,0.000191938
173,1837.77,0.62046,0.35942,0.87268,0.84737,0.79667,0.7794,0.61155,1.57154,1.19324,2.01019,0.00018575,0.00018575,0.00018575
174,1849.42,0.61177,0.35181,0.86638,0.85015,0.79667,0.79029,0.61084,1.57318,1.18548,2.01805,0.000179563,0.000179563,0.000179563
175,1859.6,0.62994,0.36691,0.89645,0.8539,0.79667,0.79134,0.6195,1.60208,1.24053,2.03201,0.000173375,0.000173375,0.000173375
176,1869.63,0.60466,0.34563,0.85593,0.85316,0.79667,0.79308,0.62143,1.58522,1.19767,2.0155,0.000167188,0.000167188,0.000167188
177,1879.76,0.5834,0.34131,0.86332,0.84086,0.80245,0.789,0.62886,1.56966,1.18061,1.97539,0.000161,0.000161,0.000161
178,1891.33,0.59685,0.34292,0.88151,0.83568,0.80195,0.7902,0.61353,1.58154,1.17303,1.96411,0.000154812,0.000154812,0.000154812
179,1901.39,0.65085,0.35878,0.87535,0.83887,0.80625,0.77638,0.61754,1.59961,1.20745,1.97627,0.000148625,0.000148625,0.000148625
180,1911.62,0.60853,0.34719,0.88012,0.82976,0.81292,0.77084,0.61588,1.59131,1.19748,1.98506,0.000142437,0.000142437,0.000142437
181,1923.29,0.57118,0.3278,0.86154,0.83885,0.81667,0.76898,0.6112,1.59598,1.20687,1.99817,0.00013625,0.00013625,0.00013625
182,1933.56,0.58085,0.34161,0.86084,0.83954,0.80667,0.7681,0.60712,1.61146,1.24914,2.02178,0.000130062,0.000130062,0.000130062
183,1943.79,0.6089,0.36158,0.87424,0.84786,0.80667,0.77872,0.61933,1.61491,1.29871,2.02229,0.000123875,0.000123875,0.000123875
184,1955.44,0.60221,0.34143,0.87094,0.84415,0.80667,0.7808,0.62065,1.61953,1.30581,2.02417,0.000117687,0.000117687,0.000117687
185,1965.7,0.59271,0.34927,0.85654,0.84184,0.80667,0.78278,0.61937,1.59494,1.2833,2.01507,0.0001115,0.0001115,0.0001115
