epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
53,133.839,0.04761,1,1,0.00232,0.000693351,0.000693351,0.000693351
54,136.219,0.03724,1,1,0.00037,0.000679204,0.000679204,0.000679204
55,138.506,0.04432,1,1,0.00021,0.000665057,0.000665057,0.000665057
56,140.686,0.0423,1,1,0.00021,0.000650909,0.000650909,0.000650909
57,143.016,0.06039,1,1,0.00171,0.000636762,0.000636762,0.000636762
58,145.297,0.02757,1,1,0.0004,0.000622615,0.000622615,0.000622615
59,147.461,0.03821,1,1,0.00051,0.000608468,0.000608468,0.000608468
60,149.777,0.03653,1,1,0.00058,0.000594321,0.000594321,0.000594321
61,152.09,0.03984,1,1,0.00073,0.000580174,0.000580174,0.000580174
62,154.484,0.02825,1,1,0.00083,0.000566027,0.000566027,0.000566027
63,156.668,0.02439,1,1,0.00043,0.00055188,0.00055188,0.00055188
64,158.971,0.02488,1,1,0.00041,0.000537733,0.000537733,0.000537733
65,162.331,0.02881,1,1,0.00115,0.000523586,0.000523586,0.000523586
66,164.431,0.03714,1,1,0.00665,0.000509438,0.000509438,0.000509438
67,166.644,0.03,0.98039,1,0.03108,0.000495291,0.000495291,0.000495291
68,168.966,0.02673,1,1,0.02301,0.000481144,0.000481144,0.000481144
69,171.211,0.02168,1,1,0.00305,0.000466997,0.000466997,0.000466997
70,173.322,0.03439,1,1,0.00145,0.00045285,0.00045285,0.00045285
71,175.658,0.03299,1,1,0.00067,0.000438703,0.000438703,0.000438703
72,178.027,0.01754,1,1,0.00123,0.000424556,0.000424556,0.000424556
73,180.124,0.03498,1,1,0.00212,0.000410409,0.000410409,0.000410409
74,182.323,0.02984,1,1,0.00078,0.000396262,0.000396262,0.000396262
75,184.635,0.03122,1,1,0.00017,0.000382115,0.000382115,0.000382115
76,186.843,0.01291,1,1,0.00013,0.000367967,0.000367967,0.000367967
77,188.915,0.01894,1,1,6e-05,0.00035382,0.00035382,0.00035382
78,191.094,0.01403,1,1,8e-05,0.000339673,0.000339673,0.000339673
79,194.613,0.01887,1,1,0.00013,0.000325526,0.000325526,0.000325526
80,196.85,0.02695,1,1,0.00016,0.000311379,0.000311379,0.000311379
81,199.17,0.01773,1,1,0.0002,0.000297232,0.000297232,0.000297232
82,201.414,0.00778,1,1,0.00014,0.000283085,0.000283085,0.000283085
83,203.673,0.01233,1,1,0.00013,0.000268938,0.000268938,0.000268938
84,205.869,0.0229,1,1,0.00021,0.000254791,0.000254791,0.000254791
85,208.095,0.00795,1,1,0.00033,0.000240644,0.000240644,0.000240644
86,210.333,0.01738,1,1,0.00025,0.000226497,0.000226497,0.000226497
87,212.587,0.0161,1,1,0.00022,0.000212349,0.000212349,0.000212349
88,214.816,0.00931,1,1,0.00017,0.000198202,0.000198202,0.000198202
89,217.005,0.03123,1,1,0.00023,0.000184055,0.000184055,0.000184055
90,219.326,0.01666,1,1,0.00051,0.000169908,0.000169908,0.000169908
91,222.255,0.01887,1,1,0.00045,0.000155761,0.000155761,0.000155761
92,224.525,0.02259,1,1,0.00034,0.000141614,0.000141614,0.000141614
93,227.857,0.01374,1,1,0.00016,0.000127467,0.000127467,0.000127467
94,230.16,0.02745,1,1,0.00026,0.00011332,0.00011332,0.00011332
95,232.429,0.01536,1,1,0.00017,9.91726e-05,9.91726e-05,9.91726e-05
96,234.731,0.02081,1,1,0.00018,8.50255e-05,8.50255e-05,8.50255e-05
97,236.944,0.00673,1,1,0.00023,7.08784e-05,7.08784e-05,7.08784e-05
98,239.035,0.01955,1,1,0.00019,5.67313e-05,5.67313e-05,5.67313e-05
99,241.161,0.01788,1,1,0.00031,4.25842e-05,4.25842e-05,4.25842e-05
100,243.395,0.017,1,1,0.00015,2.84371e-05,2.84371e-05,2.84371e-05
