epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
28,25.4801,0.06222,1,1,0.01324,0.00104703,0.00104703,0.00104703
29,26.215,0.03681,1,1,0.00721,0.00103288,0.00103288,0.00103288
30,27.0497,0.03957,1,1,0.00663,0.00101873,0.00101873,0.00101873
31,27.914,0.01763,1,1,0.00556,0.00100459,0.00100459,0.00100459
32,28.7158,0.03286,1,1,0.00232,0.00099044,0.00099044,0.00099044
33,29.5351,0.01766,1,1,0.00117,0.000976293,0.000976293,0.000976293
34,30.2988,0.0255,1,1,0.00191,0.000962146,0.000962146,0.000962146
35,31.0616,0.04098,1,1,0.00189,0.000947999,0.000947999,0.000947999
36,31.8482,0.01159,1,1,0.00197,0.000933851,0.000933851,0.000933851
37,32.5932,0.04393,1,1,0.00246,0.000919704,0.000919704,0.000919704
38,33.3612,0.02857,1,1,0.00312,0.000905557,0.000905557,0.000905557
39,34.2071,0.04398,1,1,0.0066,0.00089141,0.00089141,0.00089141
40,34.9941,0.03619,1,1,0.00815,0.000877263,0.000877263,0.000877263
41,35.7467,0.04777,1,1,0.01099,0.000863116,0.000863116,0.000863116
42,36.5196,0.08005,1,1,0.02649,0.000848969,0.000848969,0.000848969
43,37.2974,0.01521,1,1,0.04222,0.000834822,0.000834822,0.000834822
44,38.0861,0.03644,0.95238,1,0.08822,0.000820675,0.000820675,0.000820675
45,38.8803,0.02706,0.95238,1,0.06184,0.000806528,0.000806528,0.000806528
46,39.6697,0.02975,1,1,0.02797,0.00079238,0.00079238,0.00079238
47,42.9215,0.03094,1,1,0.01869,0.000778233,0.000778233,0.000778233
48,43.6789,0.02574,1,1,0.00597,0.000764086,0.000764086,0.000764086
49,44.4388,0.03131,1,1,0.00239,0.000749939,0.000749939,0.000749939
50,45.2209,0.02063,1,1,0.0005,0.000735792,0.000735792,0.000735792
51,45.9953,0.02601,1,1,0.00041,0.000721645,0.000721645,0.000721645
52,46.7751,0.01108,1,1,0.00042,0.000707498,0.000707498,0.000707498
53,47.5302,0.01627,1,1,0.00056,0.000693351,0.000693351,0.000693351
54,48.2933,0.01212,1,1,0.00141,0.000679204,0.000679204,0.000679204
55,49.0398,0.01427,1,1,0.0015,0.000665057,0.000665057,0.000665057
56,49.7912,0.02876,1,1,0.00243,0.000650909,0.000650909,0.000650909
57,50.5481,0.00398,1,1,0.00258,0.000636762,0.000636762,0.000636762
58,51.317,0.01036,1,1,0.00508,0.000622615,0.000622615,0.000622615
59,52.0955,0.00697,1,1,0.00657,0.000608468,0.000608468,0.000608468
60,52.8506,0.04862,1,1,0.00122,0.000594321,0.000594321,0.000594321
61,53.5975,0.00585,1,1,0.00122,0.000580174,0.000580174,0.000580174
62,54.3565,0.00948,1,1,0.00134,0.000566027,0.000566027,0.000566027
63,55.0939,0.00939,1,1,0.00314,0.00055188,0.00055188,0.00055188
64,55.8304,0.04037,1,1,0.00161,0.000537733,0.000537733,0.000537733
65,56.6298,0.01497,1,1,0.00122,0.000523586,0.000523586,0.000523586
66,57.3794,0.04398,1,1,0.00096,0.000509438,0.000509438,0.000509438
67,58.1236,0.01261,1,1,0.00076,0.000495291,0.000495291,0.000495291
68,58.8547,0.01447,1,1,0.00076,0.000481144,0.000481144,0.000481144
69,59.6651,0.03732,1,1,0.00054,0.000466997,0.000466997,0.000466997
70,60.5071,0.00501,1,1,0.00028,0.00045285,0.00045285,0.00045285
71,61.4446,0.01632,1,1,0.00029,0.000438703,0.000438703,0.000438703
72,62.2245,0.00697,1,1,0.00028,0.000424556,0.000424556,0.000424556
73,62.9664,0.00959,1,1,0.0003,0.000410409,0.000410409,0.000410409
74,63.7286,0.01409,1,1,0.00039,0.000396262,0.000396262,0.000396262
75,64.4651,0.00386,1,1,0.00024,0.000382115,0.000382115,0.000382115
76,65.2121,0.01983,1,1,0.00033,0.000367967,0.000367967,0.000367967
77,66.0065,0.02429,1,1,0.00048,0.00035382,0.00035382,0.00035382
78,66.7533,0.00509,1,1,0.00049,0.000339673,0.000339673,0.000339673
79,67.5612,0.00832,1,1,0.00062,0.000325526,0.000325526,0.000325526
80,68.3714,0.01122,1,1,0.00037,0.000311379,0.000311379,0.000311379
81,69.1758,0.01332,1,1,0.00036,0.000297232,0.000297232,0.000297232
82,69.9526,0.00719,1,1,0.00031,0.000283085,0.000283085,0.000283085
83,70.7394,0.00589,1,1,0.00023,0.000268938,0.000268938,0.000268938
84,71.5732,0.02343,1,1,0.00038,0.000254791,0.000254791,0.000254791
85,72.3646,0.02267,1,1,0.00044,0.000240644,0.000240644,0.000240644
86,73.3768,0.06871,1,1,0.00041,0.000226497,0.000226497,0.000226497
87,74.1422,0.00868,1,1,0.00087,0.000212349,0.000212349,0.000212349
88,74.9087,0.00597,1,1,0.00076,0.000198202,0.000198202,0.000198202
89,77.9404,0.01765,1,1,0.00103,0.000184055,0.000184055,0.000184055
90,78.7111,0.01816,1,1,0.00096,0.000169908,0.000169908,0.000169908
91,80.2666,0.00959,1,1,0.00123,0.000155761,0.000155761,0.000155761
92,81.1441,0.00703,1,1,0.00067,0.000141614,0.000141614,0.000141614
93,81.8993,0.01073,1,1,0.00046,0.000127467,0.000127467,0.000127467
94,82.6513,0.03222,1,1,0.0009,0.00011332,0.00011332,0.00011332
95,83.4082,0.00784,1,1,0.00093,9.91726e-05,9.91726e-05,9.91726e-05
96,84.1512,0.00488,1,1,0.00121,8.50255e-05,8.50255e-05,8.50255e-05
97,84.8807,0.01533,1,1,0.00045,7.08784e-05,7.08784e-05,7.08784e-05
98,85.7947,0.00528,1,1,0.00087,5.67313e-05,5.67313e-05,5.67313e-05
99,86.615,0.00602,1,1,0.00145,4.25842e-05,4.25842e-05,4.25842e-05
100,87.394,0.00693,1,1,0.00085,2.84371e-05,2.84371e-05,2.84371e-05
